"","Nest_ID","a1000_areaam1","a1000_areaam2","a1000_areacv1","a1000_areacv2","a1000_areamn1","a1000_areamn2","a1000_ca1","a1000_ca2","a1000_contag","a1000_lpi","a1000_lpi1","a1000_lpi2","a1000_np","a1000_np1","a1000_np2","a1000_pd","a1000_pd1","a1000_pd2","a1000_pland1","a1000_pland2","a1000_proxam","a1000_proxam1","a1000_proxam2","a1000_proxcv","a1000_proxcv1","a1000_proxcv2","a1000_proxmn","a1000_proxmn1","a1000_proxmn2","a1000_Ha","a1000_PBu","a1000_RxBu","a1000_WFBu"
"140","EMMAOR_NPAWT1-01A_2019",49.9854012,0.398571,280.2219849,76.264801,5.6465201,0.252,129.8699951,3.78,81.1179962,25.0806999,25.0806999,0.264007,38,23,15,12.3855,7.4965,4.88902,42.3291016,1.23203,35.0674019,36.0606995,0.938788,148.6439972,99.2697983,85.8778,34.739399,56.7681007,0.962029,0,0.881688,98.8604965,0
"141","EMMAOR_NPAWT1-02A_2014",88.2189026,126.447998,583.6069946,743.8660278,2.5162499,2.2446301,120.7799988,150.3899994,15.1306,44.9398994,33.6169014,44.9398994,115,48,67,37.4824982,15.6449003,21.8376007,39.3664017,49.0172997,17.1790009,12.7384005,20.7451992,116.6529999,135.4290009,101.322998,103.2900009,64.8172989,130.8529968,7.7442098,0,3.3644199,0
"142","EMMAOR_NPAWT1-03A_2016",49.5284004,152.4629974,482.0450134,673.8839722,2.04353,3.2850001,104.2200012,170.8200073,18.1711998,52.5960999,22.9979,52.5960999,103,51,52,33.5713005,16.6226997,16.9486008,33.9688988,55.6762009,20.1355,16.9752998,22.0636005,116.560997,136.0740051,74.8916016,129.6040039,39.6124001,217.8650055,23.2033005,0,8.7818699,0
"143","EMMAOR_NPAWT1-03A_2017",111.4059982,104.5749969,476.7000122,440.2839966,4.6958799,5.1300001,159.6600037,112.8600006,24.3237,43.1505013,43.1505013,35.4062996,56,34,22,18.2523003,11.0818005,7.1705599,52.0387001,36.7849998,9.8144999,10.9576998,8.1972198,125.5080032,140.3820038,101.0979996,86.8942032,61.6960983,125.836998,41.8011017,0,3.6763501,0
"144","EMMAOR_NPAWT1-03A_2019",111.4089966,105.1009979,451.1600037,451.4930115,5.2171001,4.9147801,161.7299957,113.0400009,24.1599007,43.3558006,43.3558006,35.5236015,54,31,23,17.6005001,10.1040001,7.4965,52.7134018,36.8437004,11.3884001,13.9222002,7.76332,112.5319977,122.3170013,93.0512009,96.2570038,67.683403,134.7689972,40.2756996,17.2040997,3.29758,0
"145","EMMAOR_NPAWT1-03A_2021",126.1220016,97.9263,463.8729858,439.1589966,5.6009998,4.82727,168.0299988,106.1999969,26.0562992,47.1986008,47.1986008,33.2355995,52,30,22,16.9486008,9.7780399,7.1705599,54.7667999,34.6142998,11.2423,13.9385004,6.97645,117.0830002,126.6050034,105.4810028,104.4059982,96.5716019,115.0879974,46.0251999,20.5685005,1.3750499,0
"146","EMMAOR_NPAWT1-04A_2015",92.8038025,123.2870026,587.1879883,771.098999,2.6157401,2.03918,122.9400024,148.8600006,14.6253996,44.1478004,34.7902985,44.1478004,120,47,73,39.1122017,15.3189001,23.7931995,40.0704002,48.5186005,18.7735004,15.2838001,21.6555996,116.3889999,135.5650024,103.4680023,102.3600006,67.7452011,124.6470032,7.6855402,0,1.73155,0
"147","EMMAOR_NPAWT1-05A_2014",149.2189941,14.9699001,436.0939941,550.8319702,7.45435,0.477638,171.4499969,60.6599998,22.9734001,52.0974007,52.0974007,9.70959,150,23,127,48.8902016,7.4965,41.3936996,55.8815002,19.7712002,41.1963997,52.6795998,8.7399998,222.8470001,56.9199982,166.8280029,54.8476982,293.7520142,11.5816002,9.6802597,4.4689202,0,0
"148","EMMAOR_NPAWT1-05A_2015",123.5849991,18.2812996,441.019989,585.5549927,6.0433302,0.518067,163.1699982,61.6500015,22.1138992,46.1132011,46.1132011,10.8535995,146,27,119,47.5864983,8.80023,38.7862015,53.1828003,20.0939007,70.8582993,93.7210999,10.3469,207.5440063,74.5799026,161.5480042,53.3265991,224.2310028,14.5500002,5.72015,6.25458,0,0
"149","EMMAOR_NPAWT1-05A_2019",179.3710022,16.4955997,360.2250061,402.7120056,12.8339996,0.958064,192.5099945,29.7000008,57.0071983,60.5456009,60.5456009,7.1575198,46,15,31,14.993,4.88902,10.1040001,62.7457008,9.6802597,16.2682991,17.9769993,5.1930699,172.1970062,61.2242012,229.3930054,108.2659988,321.6099854,5.03441,63.1856995,31.7630997,0,0
"150","EMMAOR_NPAWT1-05A_2021",203.1109924,21.2935009,392.7279968,424.9590149,12.3670998,1.11724,210.2400055,32.4000015,58.6519012,67.3510971,67.3510971,8.5362301,46,17,29,14.993,5.5408902,9.4520998,68.524498,10.5602999,11.4701004,12.7257996,3.32197,175.7539978,74.0416031,227.9320068,120.6719971,322.5329895,2.3403101,70.1965027,36.6903,0,0
"151","EMMAOR_NPAWT1-07A_2015",168.7120056,1.1252,383.8909912,171.9920044,10.7206001,0.284276,182.25,41.2200012,31.4999008,57.1428986,57.1428986,1.4373699,162,17,145,52.8013992,5.5408902,47.2605019,59.4015999,13.4350004,30.9797001,37.0029984,4.3482499,278.105011,24.5000992,61.4031982,51.4706001,455.8859863,4.0563598,22.2059002,0.378776,0,0
"152","EMMAOR_NPAWT1-08A_2015",154.0890045,40.7341995,489.0809937,617.4089966,6.1833301,1.04128,166.9499969,89.5500031,13.6162004,52.2733994,52.2733994,19.5365009,113,27,86,36.8306007,8.80023,28.0303993,54.4147987,29.1874008,25.7397003,18.2413006,39.719101,147.8179932,63.6841011,142.7310028,85.8587036,247.9940033,34.9557991,27.9554005,0,1.53102,0
"153","EMMAOR_NPAWT1-08A_2021",116.0830002,47.2719002,380.6119995,556.8129883,7.4957099,1.47706,157.4100037,100.4400024,11.1801004,43.8544998,43.8544998,22.2646008,89,21,68,29.0081997,6.8446298,22.1636009,51.3054008,32.7369003,71.8721008,75.9972992,65.4072037,106.3679962,62.2790985,102.9029999,102.0599976,214.5220032,67.3295975,35.9636002,30.6616993,3.7304599,0
"154","EMMAOR_NPAWT1-09A_2014",182.9290009,2.61062,380.993988,248.2749939,11.79,0.364406,188.6399994,52.1100006,26.0886002,60.5456009,60.5456009,2.64007,159,16,143,51.8236008,5.2149501,46.6086998,61.4842987,16.9845009,12.7098999,14.2465,7.1472301,286.4190063,43.0077019,77.2779999,44.655899,391.803009,5.81428,32.7369003,0,0,0
"155","EMMAOR_NPAWT1-09A_2019",214.2389984,12.2479,406.769989,455.9660034,12.21,0.562075,219.7799988,29.7900009,54.8325996,70.7246017,70.7246017,6.1894999,71,18,53,23.1413994,5.8668199,17.2744999,71.6339035,9.70959,9.1927404,9.8902302,4.0468502,192.0130005,54.480999,178.5269928,93.2585983,351.7099915,5.4827299,62.7750015,38.3390999,0,0
"156","EMMAOR_NPAWT1-10A_2014",168.2890015,0.673526,352.9769897,131.6549988,12.5036001,0.246414,175.0500031,35.7299995,34.6638985,55.9402008,55.9402008,0.821355,159,14,145,51.8236008,4.5630798,47.2605019,57.0549011,11.6456003,15.2903996,17.6324997,3.81584,321.2909851,42.0191994,56.3569984,35.7904015,374.0190125,3.13381,21.5898991,0,0,0
"157","EMMAOR_NPRONGC1-01A_2019",161.7350006,1.9236799,453.6900024,165.4450073,7.4934802,0.514737,172.3500061,29.3400002,45.5554008,54.4147987,54.4147987,1.4373699,80,23,57,26.0748005,7.4965,18.5783005,56.1748009,9.5629196,16.3362999,17.7830009,7.8383198,185.8630066,64.4793015,84.0482025,77.9008026,257.5379944,5.41575,0,0,95.5087967,0
"158","EMMAOR_NPRONGC1-09A_2014",150.5500031,79.108902,324.5979919,491.0589905,13.0500002,3.1500001,156.6000061,141.75,19.1186008,50.0439987,50.0439987,33.7341995,57,12,45,18.5783005,3.9112201,14.6671,51.0414009,46.2011986,17.6504993,16.0384007,19.4314995,131.5119934,33.7952995,132.7980042,116.3919983,367.2090149,49.5080986,0,0,0.146418,0
"159","EMMAOR_NPRONGC2-01A_2014",102.8170013,12.4175997,573.3250122,280.756012,3.03562,1.398,145.7100067,62.9099998,28.5242996,39.7770996,39.7770996,6.42417,93,48,45,30.3118992,15.6449003,14.6671,47.4919014,20.5044994,36.7114983,30.9493999,50.0573997,138.3430023,94.4227982,112.5199966,80.5535965,137.5879974,19.7173004,18.1578007,30.9291,71.7891998,0
"160","EMMAOR_NPRONGC2-01A_2015",114.2480011,9.7970505,627.677002,258.355011,2.8280799,1.27653,147.0599976,62.5499992,28.7031002,42.2117996,42.2117996,5.7494898,101,52,49,32.9193993,16.9486008,15.9708004,47.9319,20.3871994,33.2410011,30.5172997,39.6445999,140.0079956,90.9145966,117.8740005,83.6867981,147.4019928,16.0706005,19.6539001,32.6797981,77.4834976,0
"161","EMMAOR_NPRONGC2-01A_2019",105.7269974,12.2357998,587.8300171,280.0159912,2.97367,1.3839999,145.7100067,62.2799988,28.6798992,40.3637009,40.3637009,6.42417,94,49,45,30.6378994,15.9708004,14.6671,47.4919014,20.2992001,35.9625015,30.2420006,49.3460007,141.0070038,98.3098984,112.7929993,77.5636978,130.901001,19.4848995,18.5685005,32.2627983,72.8172989,0
"162","EMMAOR_NPRONGC2-08A_2019",113.0500031,36.634201,650.0689697,429.5859985,2.6133299,1.88308,141.1199951,73.4400024,26.3316994,41.1557999,41.1557999,16.5151005,93,54,39,30.3118992,17.6005001,12.7114,45.9958992,23.9365997,42.7272987,34.3944016,58.7397003,104.2030029,75.134903,105.2549973,115.3349991,170.4830017,38.9754982,6.42417,42.8972015,65.7923965,0
"163","EMMAOR_NRATT1-01A_2014",100.8470001,23.5692997,477.0629883,318.6640015,4.2445898,2.1129501,157.0500031,92.9700012,19.9400997,40.7158012,40.7158012,13.875,81,37,44,26.4006996,12.0595999,14.3410997,51.1879997,30.3020992,53.462101,70.5162964,24.6530991,129.4380035,81.1029968,97.6606979,90.7004013,167.6920013,25.9573002,11.323,1.92889,0,0
"164","EMMAOR_NRATT1-02A_2014",68.3292007,25.3582001,498.6929932,278.1489868,2.6413,2.9024999,121.5,116.0999985,14.3774996,29.5394993,29.5394993,15.2831001,86,46,40,28.0303993,14.993,13.0374002,39.6011009,37.8409996,44.3167992,48.5768013,39.8586006,110.4329987,89.4541016,82.0636978,77.0610962,112.288002,36.5502014,8.5362301,1.92889,0,0
"165","EMMAOR_NRATT1-02A_2015",67.8068008,24.2189007,517.4500122,257.8429871,2.4412501,3.16658,117.1800003,120.3300018,14.3565998,28.9234009,28.9234009,14.6963997,86,48,38,28.0303993,15.6449003,12.3855,38.1930008,39.2196999,45.2663994,45.332901,45.2016983,107.0559998,89.2819977,81.762001,79.8124008,111.7229996,39.5040016,8.5949001,1.92889,0,0
"166","EMMAOR_NRATT1-03A_2017",80.9676971,49.4729004,465.2309875,352.2399902,3.57568,3.6900001,132.3000031,121.7699966,13.7931995,33.4408989,33.4408989,23.6140003,70,37,33,22.8153992,12.0595999,10.7558002,43.1212006,39.6890984,25.1646004,16.5529003,34.5209007,109.9720001,115.1009979,101.0950012,80.0530014,84.7745972,74.7591019,2.4640701,0,0,0
"167","EMMAOR_NRATT1-03A_2019",81.4757004,28.3250999,502.7950134,286.6159973,3.10026,3.0738499,117.8099976,119.8799973,14.4001999,31.8568001,31.8568001,13.1122999,77,38,39,25.0970001,12.3855,12.7114,38.3983994,39.0730019,45.8507996,39.983799,51.6165009,114.6110001,97.740303,101.2480011,76.8299026,109.5800018,44.919899,5.33881,1.70608,0,0
"168","EMMAOR_NRATT1-07A_2016",112.0910034,30.0426006,561.6530151,287.5,3.44415,3.2423699,141.2100067,123.2099991,13.2985001,40.9798012,40.9798012,16.7497997,79,41,38,25.7488003,13.3633003,12.3855,46.0251999,40.1584015,36.6153984,25.7345009,49.0858002,109.5279999,88.5141983,80.3218002,101.3410034,149.3609924,49.5295982,5.33881,1.235,0,0
"169","EMMAOR_NRATT1-10A_2015",63.5465012,108.8639984,463.7059937,495.1029968,2.8239999,4.2670598,127.0800018,145.0800018,13.9039001,40.8917999,28.9234009,40.8917999,79,45,34,25.7488003,14.6671,11.0818005,41.4197998,47.2865982,55.8470001,66.5468979,46.4747009,94.953598,105.3079987,80.5223007,108.5930023,87.351799,136.7059937,0.146671,0.21326,0,0
"170","EMMAOR_NRATT1-10A_2016",46.0724983,129.8370056,408.5490112,497.2980042,2.60426,5.046,122.4000015,151.3800049,14.4579,45.6731987,23.7019997,45.6731987,77,47,30,25.0970001,15.3189001,9.7780399,39.8944016,49.3400002,49.9328995,66.4645996,36.5660019,104.6790009,109.1549988,71.5081024,108.3639984,60.9640007,182.6230011,0.616016,0.71299,0,0
"171","EMMAOR_NRATT1-10A_2017",63.5465012,108.8639984,463.7059937,495.1029968,2.8239999,4.2670598,127.0800018,145.0800018,13.9039001,40.8917999,28.9234009,40.8917999,79,45,34,25.7488003,14.6671,11.0818005,41.4197998,47.2865982,55.8470001,66.5468979,46.4747009,94.953598,105.3079987,80.5223007,108.5930023,87.351799,136.7059937,0.146671,0.21326,0,0
"172","EMMAOR_NRATT2-10A_2015",12.7934999,148.4920044,286.2730103,373.447998,1.39131,9.9350004,84.8700027,178.8300018,19.6539993,53.0360985,7.9202099,53.0360985,79,61,18,25.7488003,19.882,5.8668199,27.6620998,58.2868996,58.7885017,58.8544998,58.7570992,165.5509949,100.5149994,64.6960983,81.6973038,25.4617004,272.2739868,0,0,0,0
"173","EMMAOR_NRATT2-10A_2017",9.02913,162.7429962,246.5110016,404.6029968,1.27588,9.3690004,86.7600021,187.3800049,19.7719994,56.8787994,5.72015,56.8787994,88,68,20,28.6821995,22.1636009,6.5186901,28.2780991,61.0736008,49.2639999,47.9327011,49.8804016,175.1640015,100.5670013,61.8460007,83.7763977,20.8043003,297.8819885,0,0,0,0
"174","EMMAOR_NRATT2-10A_2019",12.4778996,152.7389984,284.8770142,365.6199951,1.36887,10.6306,84.8700027,180.7200012,20.0345993,54.0920982,7.06952,54.0920982,79,62,17,25.7488003,20.2078991,5.5408902,27.6620998,58.9029007,56.2691994,59.9280014,54.5509987,168.2369995,99.110199,61.0363998,82.0056,25.0683002,289.6600037,0,0,0,0
"175","EMMAOR_NSAGEC1-02A_2014",29.7931995,140.878006,397.651001,397.7600098,1.7720701,8.375,102.7799988,150.75,17.5762997,47.4919014,13.2004004,47.4919014,76,58,18,24.7709999,18.9041996,5.8668199,33.4995995,49.1346016,31.4799004,49.9452019,18.8903999,148.2400055,110.0059967,66.0213013,73.814003,29.5044003,216.5890045,27.3101006,26.9185009,0,0
"176","EMMAOR_NSAGEC1-08A_2019",48.6430016,38.1124001,383.1040039,597.6389771,3.10286,1.038,130.3200073,77.8499985,17.2492008,24.3766003,24.3766003,17.6884995,117,42,75,38.1343002,13.6892996,24.4451008,42.4757996,25.3740005,92.379303,134.9629974,21.0949993,137.451004,73.1071014,203.1779938,48.6939011,100.8529968,19.4850006,41.7131004,41.1400986,0,0
"177","EMMAOR_NSAGEC1-09A_2014",58.8671989,104.7939987,449.7890015,546.6550293,2.7726901,3.39324,144.1799927,125.5500031,15.0418997,37.3717003,24.4353008,37.3717003,89,52,37,29.0081997,16.9486008,12.0595999,46.9933014,40.9211006,101.262001,173.4389954,18.3752995,107.2919998,83.3751984,151.2570038,86.7110977,100.9509964,66.6987991,20.6511993,9.6126299,0,0
"178","EMMAOR_NSAGEC1-09A_2015",119.4609985,100.7639999,595.7160034,537.5889893,3.2739999,3.3699999,147.3300018,121.3199997,15.4568996,43.2092018,43.2092018,36.0223007,81,45,36,26.4006996,14.6671,11.7335997,48.0199013,39.5424004,27.5890999,35.5777016,17.8878002,110.3209991,82.6230011,155.5330048,117.2320023,164.9109955,57.6329994,21.7071991,21.4214993,0,0
"179","EMMAOR_NSAGEC1-09A_2019",45.9393997,108.064003,440.5010071,469.5180054,2.2514801,4.6893101,137.3399963,135.9900055,13.7470999,39.4543991,20.6219006,39.4543991,90,61,29,29.3341007,19.882,9.4520998,44.7639008,44.3237991,95.5263977,161.348999,29.0499001,105.2679977,88.8983994,123.2939987,84.5167007,79.1252975,95.8572006,22.6753006,22.6979008,0,0
"180","EMMAOR_NSAGEC1-10A_2014",54.8096008,122.1940002,531.1160278,522.0159912,1.8765,4.3254499,112.5899963,142.7400055,15.4750004,43.0331001,25.1100006,43.0331001,93,60,33,30.3118992,19.5561008,10.7558002,36.6969986,46.5238991,43.3204002,73.8364029,19.2500992,118.8339996,99.6766968,134.8150024,81.8348007,74.7595978,94.6987991,30.5368004,20.5494003,0,0
"181","EMMAOR_NSAGEC1-10A_2015",89.7851028,47.9818001,457.8439941,429.2900085,4.0881801,2.4696,134.9100037,61.7400017,31.4356995,35.3182983,35.3182983,17.7178001,58,33,25,18.9041996,10.7558002,8.1483698,43.9718018,20.1231995,43.8375015,60.6347008,7.1335101,113.9300003,66.2164993,236.5919952,102.4629974,169.826004,13.5450001,37.0489998,19.8682003,0,0
"182","EMMAOR_NSAGEC1-10A_2019",59.9830017,117.0510025,499.6669922,535.4810181,2.3099999,3.9445701,124.7399979,138.0599976,15.6667004,41.4197998,26.7819996,41.4197998,89,54,35,29.0081997,17.6005001,11.4076996,40.6571007,44.9985008,64.0426025,114.6880035,18.2831001,116.5309982,93.0677032,156.2019958,83.3070984,90.1216965,72.7930984,28.8353996,28.6532993,0,0
"183","EMMAOR_NSAGEC1-10B_2015",53.3484001,116.9469986,544.8530273,501.230011,1.7385,4.4767699,104.3099976,138.7799988,15.6639996,41.5078011,24.1420002,41.5078011,91,60,31,29.6599998,19.5561008,10.1040001,33.9981995,45.2332001,27.7112999,36.8125,20.8707008,118.7809982,104.0510025,125.6220016,78.6695023,68.6241989,98.1119003,28.4540997,28.3349991,0,0
"184","EMMAOR_NUPCA1-01A_2019",49.3072014,84.9692993,493.4509888,434.5469971,1.9450999,4.2734499,95.3099976,123.9300003,16.9372005,33.3529015,22.0886002,33.3529015,78,49,29,25.4228992,15.9708004,9.4520998,31.0648003,40.3931007,35.3852997,65.1690979,12.4796,120.5950012,100.2710037,161.1660004,62.8909988,68.7953033,52.9146996,0,0,0,0
"185","EMMAOR_NUPCA1-02A_2015",9.6754103,169.6069946,322.223999,525.0460205,0.85,5.9370999,68.8499985,184.0500031,26.7975006,57.582901,7.77354,57.582901,112,81,31,36.5046997,26.4006996,10.1040001,22.4405994,59.9883003,22.7056999,20.2733994,23.6156006,177.8760071,109.7190018,78.8647995,80.5166016,18.4295006,242.7440033,0,0,0,0
"186","EMMAOR_NUPCA1-04A_2016",13.6836004,151.5279999,401.8380127,526.1530151,0.798,5.2827301,71.8199997,174.3300018,22.8894005,52.948101,9.82693,52.948101,123,90,33,40.0900002,29.3341007,10.7558002,23.4085999,56.8202019,33.0320015,35.7011986,31.9323006,174.7440033,111.8079987,95.1666031,68.3379974,24.7453003,187.227005,0,0,0,0
"187","EMMAOR_NUPCA1-04A_2017",13.3184004,156.6490021,371.4590149,521.4110107,0.9,5.5574999,70.1999969,177.8399963,25.1679993,54.3853989,9.5042496,54.3853989,110,78,32,35.8527985,25.4228992,10.4299002,22.8806,57.9641991,31.3213005,33.2671013,30.5531998,178.0090027,112.8450012,98.4654007,70.5894012,23.0636005,186.4329987,0,0,0,0
"188","EMMAOR_NUPCA1-04A_2019",13.6485996,156.6750031,407.355011,515.2449951,0.775761,5.6874199,71.3700027,176.3099976,22.8733006,54.1507988,9.82693,54.1507988,123,92,31,40.0900002,29.9860001,10.1040001,23.2619991,57.4654999,25.9965,25.5953999,26.1588993,183.098999,114.3949966,101.038002,62.1755981,23.6681995,176.4559937,0,0,0,0
"189","EMMAOR_NUPCA1-05A_2017",18.9932995,124,463.8630066,594.6530151,0.843511,3.4102199,79.2900009,156.8699951,17.3805008,45.4091988,12.1737003,45.4091988,140,94,46,45.6307983,30.6378994,14.993,25.843399,51.1293983,41.3675003,50.6637001,36.6688004,155.1529999,112.7689972,112.5830002,61.9194984,31.2196007,124.6539993,0,0,0,0
"190","EMMAOR_NUPCA1-05A_2019",18.9932995,124,463.8630066,594.6530151,0.843511,3.4102199,79.2900009,156.8699951,17.3805008,45.4091988,12.1737003,45.4091988,140,94,46,45.6307983,30.6378994,14.993,25.843399,51.1293983,41.3675003,50.6637001,36.6688004,155.1529999,112.7689972,112.5830002,61.9194984,31.2196007,124.6539993,0,0,0,0
"191","EMMAOR_NUPCA1-08A_2017",16.8234005,140.6609955,414.9989929,404.6629944,0.923226,8.0955,85.8600006,161.9100037,15.5065002,49.1640015,11.5283003,49.1640015,113,93,20,36.8306007,30.3118992,6.5186901,27.9846992,52.7720985,20.9846001,22.7535,20.0464993,174.2230072,116.413002,81.2142029,57.0508003,26.2115002,200.4530029,0,0,0,0
"192","EMMAOR_NUPCA1-08A_2019",16.8234005,140.6609955,414.9989929,404.6629944,0.923226,8.0955,85.8600006,161.9100037,15.5065002,49.1640015,11.5283003,49.1640015,113,93,20,36.8306007,30.3118992,6.5186901,27.9846992,52.7720985,20.9846001,22.7535,20.0464993,174.2230072,116.413002,81.2142029,57.0508003,26.2115002,200.4530029,0,0,0,0
"193","EMMAOR_NUPCB1-03A_2019",146.7389984,26.4528999,456.0150146,445.9989929,6.7326899,1.26621,175.0500031,73.4400024,25.9661999,52.1267014,52.1267014,13.5523996,84,26,58,27.3785,8.4743004,18.9041996,57.0549011,23.9365997,28.2077007,32.1310997,18.8558998,141.6629944,55.4651985,112.6380005,103.0339966,276.375,25.3293991,30.7714996,0,0,0
"194","EMMAOR_NUPCB1-04A_2017",60.7956009,25.5223007,558.2739868,478.0020142,1.89,1.0701801,113.4000015,58.8600006,14.8276997,26.8994007,26.8994007,12.467,115,60,55,37.4824982,19.5561008,17.9263992,36.9609985,19.1844997,45.4398003,55.0480995,26.9284992,122.1790009,101.7109985,116.8339996,53.3548012,76.3992004,28.2154999,0,0,0,0
"195","EMMAOR_NUPCB1-07A_2017",70.8082962,43.2905998,396.1130066,483.5580139,4.2424102,1.77545,123.0299988,78.1200027,15.7058001,29.8034992,29.8034992,18.8617992,73,29,44,23.7931995,9.4520998,14.3410997,40.0997009,25.4619999,27.5200005,33.6493988,17.8668995,103.8560028,69.8707962,113.8909988,77.6909027,129.5870056,43.4864998,0,0,0,0
"196","EMMAOR_NUPCB1-07A_2019",70.8082962,43.2905998,396.1130066,483.5580139,4.2424102,1.77545,123.0299988,78.1200027,15.7058001,29.8034992,29.8034992,18.8617992,73,29,44,23.7931995,9.4520998,14.3410997,40.0997009,25.4619999,27.5200005,33.6493988,17.8668995,103.8560028,69.8707962,113.8909988,77.6909027,129.5870056,43.4864998,0,0,0,0
"197","EMMAOR_NWOLFC1-01A_2017",27.0620995,28.5303993,401.3779907,532.0579834,1.58162,0.973448,107.5500031,84.6900024,10.3900995,15.4590998,13.875,15.4590998,155,68,87,50.5199013,22.1636009,28.3563004,35.0542984,27.6033993,79.4403,96.6358032,57.603199,88.9598007,75.7192993,99.9777985,49.9527016,59.5093002,42.4832001,0,0,0,0
"198","EMMAOR_NWOLFC1-01A_2019",58.1813011,28.1140003,590.6279907,521.177002,1.6213599,0.998276,107.0100021,86.8499985,10.6569996,25.5499992,25.5499992,15.4590998,153,66,87,49.868,21.5116997,28.3563004,34.8782997,28.3073997,59.842701,64.6472015,53.9227982,100.0270004,76.8439026,97.8303986,71.7622986,109.5709991,43.0797997,0,0,0,0
"199","EMMAOR_NWOLFC1-03A_2015",56.6016006,8.7551298,567.427002,414.3789978,1.705,0.481818,92.0699997,47.7000008,11.2033997,23.4673004,23.4673004,5.2801399,153,54,99,49.868,17.6005001,32.2675018,30.0088005,15.5471001,43.4620018,58.2975006,14.8267002,141.4799957,67.3319016,114.5970001,50.2901001,119.8030014,12.3739004,0,0,0,0
"200","EMMAOR_NWOLFC1-03A_2016",53.2697983,28.7978992,613.4000244,563.322998,1.37912,0.879775,93.7799988,78.3000031,8.8896399,22.9393005,22.9393005,14.8724003,157,68,89,51.1716995,22.1636009,29.0081997,30.5660992,25.5207005,50.6467018,48.2425003,53.5261993,107.6910019,82.7846985,114.3170013,60.4171982,91.7297974,36.493,0,0,0,0
"201","EMMAOR_NWOLFC1-03A_2019",62.6629982,30.4080009,637.8410034,607.4459839,1.50328,0.80234,96.2099991,75.4199982,9.2994604,25.2567005,25.2567005,15.1070995,158,64,94,51.4976997,20.8598003,30.6378994,31.3582001,24.5820007,53.5275002,51.5433998,56.0586014,105.5279999,76.1241989,108.6559982,67.8516998,110.0049973,39.1517982,0,0,0,0
"202","EMMAOR_NWOLFC1-07A_2015",53.2499008,11.7553997,492.3299866,377.0339966,2.1098399,0.772597,128.6999969,59.4900017,16.7716999,26.6646996,26.6646996,7.4801998,138,61,77,44.9790001,19.882,25.0970001,41.9477997,19.3899002,83.1203995,115.5830002,12.8914003,132.1840057,67.9522018,123.8929977,60.8230019,124.4690018,10.4024,0,0,0,0
"203","EMMAOR_NWOLFC1-07A_2017",53.2499008,11.7553997,492.3299866,377.0339966,2.1098399,0.772597,128.6999969,59.4900017,16.7716999,26.6646996,26.6646996,7.4801998,138,61,77,44.9790001,19.882,25.0970001,41.9477997,19.3899002,83.1203995,115.5830002,12.8914003,132.1840057,67.9522018,123.8929977,60.8230019,124.4690018,10.4024,0,0,0,0
"204","EMMAOR_NWOLFC1-08A_2019",61.2980003,7.7663298,452.07901,356.2950134,2.85938,0.567108,137.25,47.0699997,23.5477009,29.3048,29.3048,5.72015,131,48,83,42.6973991,15.6449003,27.0526009,44.7345009,15.3416996,91.9516983,119.7929993,10.7697001,148.2720032,59.0918999,130.2429962,60.8181,154.1759949,6.8281598,0,0,0,0
"205","EMMAOR_NWOLFC2-01A_2017",14.6654997,69.3992004,284.0559998,668.5040283,1.6171401,1.5189199,101.8799973,98.7300034,15.8332996,26.9580994,9.6215897,26.9580994,128,63,65,41.7196007,20.5338993,21.1858006,33.2061996,32.1795006,49.1083984,83.0792999,14.0536003,112.2330017,72.7375031,144.276001,45.6119003,47.4449005,43.8353004,0,0,0,0
"206","EMMAOR_NWOLFC2-02A_2015",14.4874001,85.2910004,302.6629944,636.6450195,1.42586,2.0536399,99.8099976,112.9499969,15.9289999,31.9741993,7.4215298,31.9741993,125,70,55,40.7417984,22.8153992,17.9263992,32.5315018,36.8143005,40.7798996,71.8635025,13.3123999,120.5090027,84.6607971,137.2669983,42.9019012,37.3074989,50.0219994,0,0,0,0
"207","EMMAOR_NWOLFC2-03A_2016",15.7770996,22.0643997,284.6570129,443.6820068,1.73318,1.0666699,114.3899994,86.4000015,14.2631998,13.2589998,9.70959,13.2589998,147,66,81,47.9123993,21.5116997,26.4006996,37.283699,28.1608009,52.4179993,84.1327972,10.4288998,98.8572998,66.061203,103.2190018,32.6666985,53.0891991,16.0261993,0,0,0,0
"208","EMMAOR_NWOLFC2-08A_2017",116.1819992,3.4549,565.4520264,191.7619934,3.5235,0.738659,140.9400024,60.5699997,17.6772003,41.6837997,41.6837997,2.4347301,122,40,82,39.7639999,13.0374002,26.7266006,45.9371986,19.7418995,39.853199,50.7233009,14.5597,150.628006,51.1343002,72.1177979,88.0861969,247.0859985,10.5255003,3.75477,0,0,0
"209","EMMAOR_NWOLFC2-09A_2015",98.4156036,3.52931,507.1719971,182.3249969,3.6828899,0.816164,139.9499969,59.5800018,17.8619995,38.1049995,38.1049995,2.4934001,111,38,73,36.1786995,12.3855,23.7931995,45.6146011,19.4192009,50.9099998,66.3212967,14.7096996,141.8970032,47.049099,73.6119995,85.7005005,229.447998,10.8727999,0,0,0,0
